p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
EEF2KMT	2.75893316837557e-08	0.691695126044935	0.259	0.063	0.000592122236596764	Ciliated	EEF2KMT
ENPP41	2.79676868426218e-08	0.495912594631753	0.365	0.117	0.00060024249501635	Ciliated	ENPP4
ANKRD18B	2.98504542344667e-08	0.486591415105955	0.129	0.014	0.000640650448780124	Ciliated	ANKRD18B
SDSL1	3.35307780952869e-08	0.563895279758963	0.235	0.06	0.000719637559481047	Ciliated	SDSL
AAGAB	3.35898645645408e-08	0.459239653149173	0.294	0.078	0.000720905673284174	Ciliated	AAGAB
PSMC3IP	3.37069530665967e-08	0.354414549882702	0.188	0.031	0.000723418626715297	Ciliated	PSMC3IP
HNF1B2	3.37346515379174e-08	0.541939477811959	0.235	0.054	0.000724013091306784	Ciliated	HNF1B
ENSMMUG00000051392	3.40519761071663e-08	0.72185117281615	0.788	0.522	0.000730823511212003	Ciliated	ENSMMUG00000051392
PCID2	3.42933406951488e-08	0.605813098075159	0.4	0.141	0.000736003677999284	Ciliated	PCID2
SFMBT1	3.46148967030315e-08	0.378587201357428	0.188	0.03	0.000742904913040461	Ciliated	SFMBT1
TMEM2383	3.48405923465669e-08	0.432876175513071	0.6	0.311	0.000747748792942019	Ciliated	TMEM238
COBL2	3.48652464287663e-08	0.36341964390268	0.329	0.102	0.000748277918854182	Ciliated	COBL
DHRS7B	3.56414395550267e-08	0.558537619561848	0.306	0.086	0.000764936575729983	Ciliated	DHRS7B
HACL1	3.57001067242891e-08	0.719819719880857	0.329	0.119	0.000766195690516693	Ciliated	HACL1
AKR1B1	3.66877487640667e-08	0.874683716721208	0.565	0.272	0.0007873924639744	Ciliated	AKR1B1
NUDT91	3.69875966605763e-08	0.714291099366803	0.482	0.214	0.000793827799529288	Ciliated	NUDT9
RAVER2	3.70895728231512e-08	0.383312329787192	0.141	0.015	0.00079601641193047	Ciliated	RAVER2
USP45	3.71194535915688e-08	0.518836583830487	0.247	0.055	0.00079665771298225	Ciliated	USP45
CTNND12	3.72565998637705e-08	0.48336880454355	0.6	0.293	0.000799601146276242	Ciliated	CTNND1
C11orf80	3.89760926329226e-08	0.341752634624029	0.129	0.012	0.000836504900087784	Ciliated	C11orf80
TANC1	3.96113990257611e-08	0.423316349619404	0.376	0.132	0.000850139845890885	Ciliated	TANC1
PYGB	3.9678372111498e-08	0.845867692201994	0.447	0.194	0.00085157722225697	Ciliated	PYGB
STOX2	4.0102280129626e-08	0.300916150783624	0.141	0.015	0.000860675136142033	Ciliated	STOX2
PPP1R21	4.42586532911514e-08	0.409651379369445	0.306	0.086	0.000949879216934692	Ciliated	PPP1R21
GPR137	4.44299925663797e-08	0.790884954443765	0.306	0.087	0.00095355650045964	Ciliated	GPR137
ARFIP1	4.45256454095051e-08	0.687194280047812	0.435	0.173	0.000955609401778799	Ciliated	ARFIP1
GTF2E2	4.51421210330478e-08	0.653848961536152	0.376	0.131	0.000968840201611272	Ciliated	GTF2E2
AGAP1	4.72736627730486e-08	0.40684162186959	0.141	0.015	0.00101458735043517	Ciliated	AGAP1
NFE2L1	4.78275254715503e-08	0.671936329466206	0.447	0.179	0.00102647435167041	Ciliated	NFE2L1
DLG51	5.22219370947487e-08	0.392894284048778	0.153	0.019	0.0011207872139275	Ciliated	DLG5
MAPK6	5.31498796762629e-08	0.616102877623209	0.282	0.082	0.00114070271761195	Ciliated	MAPK6
ENSMMUG00000053735	5.37648737111775e-08	0.584869494519772	0.541	0.249	0.00115390171958929	Ciliated	ENSMMUG00000053735
CAPN3	5.50893694343554e-08	0.448078912648473	0.224	0.045	0.00118232804680014	Ciliated	CAPN3
TSPYL4	5.63561129127363e-08	0.250612188712926	0.224	0.053	0.00120951489533315	Ciliated	TSPYL4
CYGB	5.72500923710042e-08	0.659989408195331	0.129	0.013	0.00122870148246649	Ciliated	CYGB
DYRK1B	5.92185399427992e-08	0.515208293207525	0.294	0.08	0.00127094830425236	Ciliated	DYRK1B
TXNRD3	6.16098181408358e-08	0.384803320871141	0.141	0.015	0.00132226991693862	Ciliated	TXNRD3
CDK5RAP31	6.17278124367683e-08	0.624939586133585	0.459	0.193	0.00132480231051792	Ciliated	CDK5RAP3
IKZF2	6.2853895443665e-08	0.603318272689678	0.329	0.1	0.00134897030401194	Ciliated	IKZF2
SARAF	6.40979541160992e-08	0.68700585767217	0.706	0.544	0.00137567029123972	Ciliated	SARAF
GBE12	6.4508390113228e-08	0.61086558468963	0.329	0.102	0.0013844790686101	Ciliated	GBE1
NQO1	7.24650184208044e-08	0.37324994322403	0.165	0.026	0.0015552442253473	Ciliated	NQO1
ADSS21	7.48620403158908e-08	0.725244934192575	0.529	0.262	0.00160668910925965	Ciliated	ADSS2
IFIT11	7.80770350588637e-08	1.11944935208169	0.576	0.301	0.00167568932643333	Ciliated	IFIT1
HSPA9	7.94194460810253e-08	0.696812741071875	0.565	0.278	0.00170450015179096	Ciliated	HSPA9
ALS2	8.05063304633739e-08	0.344649609005865	0.2	0.037	0.00172782686440493	Ciliated	ALS2
ABCC51	8.05326781455892e-08	0.323049818810489	0.212	0.044	0.00172839233836064	Ciliated	ABCC5
FXR1	8.05631595194681e-08	0.479362025863609	0.576	0.279	0.00172904652960682	Ciliated	FXR1
ZBTB7A	8.09302320097053e-08	0.62002472797942	0.624	0.325	0.00173692463939229	Ciliated	ZBTB7A
RBFA	8.28030253264376e-08	0.559365794375489	0.482	0.206	0.001777118529556	Ciliated	RBFA
CCDC97	8.43430909285106e-08	0.424192256513945	0.353	0.117	0.00181017141750769	Ciliated	CCDC97
PWWP3A	8.99604166228125e-08	0.387836294735707	0.365	0.129	0.0019307304615588	Ciliated	PWWP3A
DOP1A	9.18324396224657e-08	0.618224982132908	0.318	0.095	0.00197090781917736	Ciliated	DOP1A
HSF1	9.42265143924858e-08	0.870975567561948	0.6	0.322	0.00202228945189153	Ciliated	HSF1
OFD1	9.44953048963037e-08	0.530120252602305	0.353	0.116	0.00202805823368447	Ciliated	OFD1
ADD3	9.57851297000939e-08	0.31996395545279	0.459	0.196	0.00205574045362341	Ciliated	ADD3
DHX30	9.63903687988536e-08	0.594024916539273	0.471	0.197	0.002068730095161	Ciliated	DHX30
SAMD12	9.85693475988506e-08	0.300770002855747	0.165	0.025	0.00211549533816653	Ciliated	SAMD12
VWA5A	9.98482800462395e-08	0.710572533714768	0.424	0.17	0.00214294378635239	Ciliated	VWA5A
FILIP12	1.0157560635287e-07	0.480411155941641	0.282	0.076	0.00218001566354529	Ciliated	FILIP1
BRD81	1.02179432866506e-07	0.306322006928943	0.447	0.189	0.00219297498818095	Ciliated	BRD8
THOP1	1.03129740527712e-07	0.655205857700333	0.318	0.101	0.00221337049120576	Ciliated	THOP1
FAM104B	1.03945245407366e-07	0.533976431092942	0.294	0.087	0.00223087285693289	Ciliated	FAM104B
MME1	1.04307692684812e-07	0.353643171905965	0.153	0.02	0.00223865170040143	Ciliated	MME
NFXL1	1.0654843789708e-07	0.326844234571603	0.224	0.048	0.00228674257414713	Ciliated	NFXL1
SEMA3E1	1.08753456563854e-07	0.350819009658369	0.106	0.01	0.00233406668477344	Ciliated	SEMA3E
SLFN5	1.15009127323181e-07	0.94851924170405	0.6	0.32	0.00246832589061011	Ciliated	SLFN5
RBM231	1.15972776545312e-07	0.78995794674629	0.4	0.161	0.00248900773021549	Ciliated	RBM23
PAWR1	1.17918162052853e-07	0.344317888999076	0.247	0.063	0.00253075959397832	Ciliated	PAWR
AKNA	1.20240377944035e-07	0.371027655435018	0.459	0.201	0.00258059899143488	Ciliated	AKNA
IST11	1.23474639541147e-07	0.758074421666909	0.529	0.249	0.0026500127138321	Ciliated	IST1
IL331	1.2709363231981e-07	0.321622105873719	0.424	0.188	0.00272768353684775	Ciliated	IL33
NUDT4	1.29729307483548e-07	0.738355164625117	0.529	0.302	0.0027842503972119	Ciliated	NUDT4
LMO32	1.35686097193955e-07	0.659357708190844	0.4	0.149	0.00291209501797666	Ciliated	LMO3
TUBGCP2	1.35894289638621e-07	0.748823029440317	0.435	0.185	0.00291656324422409	Ciliated	TUBGCP2
MAP3K13	1.36431950869154e-07	0.510622753746636	0.259	0.069	0.00292810252955378	Ciliated	MAP3K13
ENSMMUG000000117981	1.36598854026808e-07	0.713686893724278	0.635	0.37	0.00293168460512335	Ciliated	ENSMMUG00000011798
ST143	1.36959910530529e-07	0.585689084551286	0.294	0.118	0.00293943359980622	Ciliated	ST14
SNED1	1.38091956901802e-07	0.410150881569432	0.141	0.019	0.00296372957902648	Ciliated	SNED1
RRAGD	1.42215075268969e-07	0.481398771055819	0.318	0.112	0.0030522199454226	Ciliated	RRAGD
PBXIP1	1.49767081856852e-07	0.667076842187439	0.624	0.335	0.00321430111081176	Ciliated	PBXIP1
KIFAP31	1.52823145050953e-07	0.36482540151173	0.353	0.119	0.00327989033908356	Ciliated	KIFAP3
ENSMMUG000000512391	1.57997361467115e-07	0.609949161363761	0.906	0.814	0.00339093937180721	Ciliated	ENSMMUG00000051239
ZNF177	1.58600032115189e-07	0.297033721816405	0.129	0.015	0.00340387388925618	Ciliated	ZNF177
AGBL5	1.65264695055503e-07	0.674539943801146	0.176	0.034	0.0035469108852812	Ciliated	AGBL5
CIR11	1.6639020412144e-07	0.71692032859985	0.518	0.249	0.00357106656085434	Ciliated	CIR1
CEP135	1.6835516635939e-07	0.423394021530061	0.224	0.051	0.00361323858040522	Ciliated	CEP135
APOM	1.71412537523018e-07	0.500791459680823	0.118	0.016	0.00367885588031901	Ciliated	APOM
UXT	1.74053666988686e-07	0.799348162144552	0.447	0.189	0.00373553980091118	Ciliated	UXT
EVA1C	1.79977984569521e-07	0.579589854394372	0.2	0.038	0.00386268750483107	Ciliated	EVA1C
DOCK4	1.97438323195957e-07	0.464352230289845	0.235	0.055	0.00423742129243163	Ciliated	DOCK4
L3MBTL2	1.98668563449015e-07	0.367428160581806	0.282	0.08	0.00426382470874276	Ciliated	L3MBTL2
WDR92	2.01086811303296e-07	0.437949939346961	0.235	0.054	0.00431572514419134	Ciliated	WDR92
MACC11	2.12518649887488e-07	0.32823449725471	0.176	0.034	0.00456107526388527	Ciliated	MACC1
CHCHD61	2.1692802518929e-07	0.458120527804531	0.341	0.113	0.00465570927661253	Ciliated	CHCHD6
GALK2	2.23720515744049e-07	0.523513919668512	0.412	0.161	0.00480148970889878	Ciliated	GALK2
TNRC6B	2.32792587375579e-07	0.421816593461189	0.424	0.173	0.00499619451025467	Ciliated	TNRC6B
PDIA4	2.3449273714813e-07	0.660030056540062	0.506	0.238	0.00503268312467316	Ciliated	PDIA4
ZBTB18	2.37048725141231e-07	0.38378874200135	0.2	0.039	0.0050875397389811	Ciliated	ZBTB18
SEC621	2.39159018344148e-07	0.58468343586858	0.788	0.531	0.00513283085170211	Ciliated	SEC62
USP42	2.41439891607086e-07	0.852097451125332	0.259	0.069	0.00518178295367127	Ciliated	USP42
SINHCAF	2.46656814250363e-07	0.357627970255113	0.353	0.124	0.00529374854744129	Ciliated	SINHCAF
KIAA15223	2.46669679164094e-07	0.539201403933996	0.235	0.062	0.00529402465421979	Ciliated	KIAA1522
TRIP12	2.49312849740614e-07	0.662726106895685	0.541	0.267	0.00535075238113305	Ciliated	TRIP12
VCP1	2.4952385965617e-07	0.660369136833899	0.765	0.5	0.00535528107594072	Ciliated	VCP
HMGXB3	2.54215466571208e-07	0.692451103135201	0.329	0.108	0.00545597234355126	Ciliated	HMGXB3
PARVA2	2.55427168873697e-07	0.482253174926135	0.376	0.14	0.00548197789836729	Ciliated	PARVA
CCT3	2.59499569812841e-07	0.73612533912169	0.682	0.47	0.0055693797673232	Ciliated	CCT3
MTRR	2.60005884709747e-07	0.60744676514175	0.294	0.089	0.00558024629764058	Ciliated	MTRR
DPP3	2.65202704130111e-07	0.545000718016094	0.341	0.123	0.00569178043604043	Ciliated	DPP3
PAFAH1B31	2.68570692584347e-07	0.571515043345318	0.459	0.195	0.00576406420424525	Ciliated	PAFAH1B3
SLC11A22	2.81416663324434e-07	0.437123622844022	0.412	0.161	0.00603976442826901	Ciliated	SLC11A2
WDR61	2.89272893990591e-07	0.585373259284538	0.353	0.123	0.00620837485082607	Ciliated	WDR6
SH3YL13	2.91073325408673e-07	0.599333251866338	0.271	0.089	0.00624701570992094	Ciliated	SH3YL1
PAXBP11	2.97249880543835e-07	0.647084619336806	0.447	0.188	0.0063795769362318	Ciliated	PAXBP1
BTBD9	3.05102438791495e-07	0.256495471121384	0.188	0.038	0.00654810854134306	Ciliated	BTBD9
IPO13	3.07706403741646e-07	0.609046567564045	0.259	0.07	0.00660399483710321	Ciliated	IPO13
TRMT13	3.10576221246356e-07	0.31795475347657	0.212	0.047	0.00666558686038929	Ciliated	TRMT13
CDC42EP4	3.15122976122681e-07	0.400953295921125	0.259	0.069	0.00676316931354499	Ciliated	CDC42EP4
KDELR21	3.1569123145772e-07	0.632473460534166	0.541	0.268	0.00677536520954558	Ciliated	KDELR2
CNKSR13	3.22541097966684e-07	0.414057034963947	0.259	0.068	0.00692237704456097	Ciliated	CNKSR1
CACNA1F1	3.2690713366583e-07	0.678337785786278	0.188	0.054	0.00701608090273605	Ciliated	CACNA1F
UQCRQ1	3.35434290855074e-07	0.683464749277119	0.776	0.545	0.00719909075033159	Ciliated	UQCRQ
CHD41	3.37638728042627e-07	0.682309810008007	0.553	0.282	0.00724640238125087	Ciliated	CHD4
DDX241	3.39050010725011e-07	0.575526562414498	0.765	0.496	0.00727669133018018	Ciliated	DDX24
MAP1LC3A2	3.39789230382639e-07	0.663402975879291	0.529	0.257	0.00729255646247221	Ciliated	MAP1LC3A
DTX3	3.58683750452488e-07	0.341055234875526	0.306	0.105	0.00769807065221129	Ciliated	DTX3
IFI27L21	3.65725088014361e-07	0.706302245092959	0.788	0.651	0.00784919183896421	Ciliated	IFI27L2
LDLRAD4	3.67446075350592e-07	0.490893393203906	0.165	0.026	0.0078861276691744	Ciliated	LDLRAD4
SLK	3.72043744413663e-07	0.694228314397665	0.494	0.235	0.00798480284260604	Ciliated	SLK
KLHL6	3.72286039285623e-07	0.449084415049499	0.271	0.075	0.00799000297514803	Ciliated	KLHL6
TBC1D19	3.8218522910488e-07	0.319385050006165	0.176	0.032	0.00820245938704893	Ciliated	TBC1D19
MIPOL1	3.89884614260612e-07	0.255309501071302	0.153	0.023	0.00836770359126126	Ciliated	MIPOL1
BIK1	4.01922715017562e-07	0.503227397373824	0.235	0.066	0.00862606530970692	Ciliated	BIK
SKP12	4.0793390930372e-07	0.55511248730498	0.788	0.708	0.00875507756147645	Ciliated	SKP1
ENSMMUG00000015274	4.16127484735322e-07	0.389479040229724	0.365	0.146	0.00893092807738948	Ciliated	ENSMMUG00000015274
HSPD1	4.16462033894419e-07	0.879586418276039	0.671	0.415	0.00893810817144202	Ciliated	HSPD1
USP40	4.17434956192296e-07	0.385509787913453	0.259	0.069	0.00895898902979906	Ciliated	USP40
ATN11	4.24814167878166e-07	0.586380487257583	0.365	0.132	0.00911736167100119	Ciliated	ATN1
HLX	4.58312438417619e-07	0.442675352996174	0.224	0.056	0.00983630155331894	Ciliated	HLX
CEP162	4.62016074749891e-07	0.396976985496478	0.282	0.083	0.00991578899628216	Ciliated	CEP162
LIMK22	4.62511570310583e-07	0.639487216002011	0.459	0.206	0.00992642332200573	Ciliated	LIMK2
RASSF73	4.77012146783589e-07	0.540250235045819	0.435	0.181	0.0102376346942694	Ciliated	RASSF7
TRRAP	5.05691336609358e-07	0.349179762417412	0.353	0.128	0.01085314746631	Ciliated	TRRAP
C14H11orf49	5.10092895179148e-07	0.53931042507518	0.306	0.096	0.0109476137163349	Ciliated	C14H11orf49
IGF2BP21	5.31023096205159e-07	0.568582999602522	0.318	0.112	0.0113968176907551	Ciliated	IGF2BP2
ENSMMUG00000062885	5.3269533589111e-07	0.49313256210273	0.341	0.118	0.011432707298895	Ciliated	ENSMMUG00000062885
PYGL	5.33716960210301e-07	0.543861955305016	0.294	0.098	0.0114546334000335	Ciliated	PYGL
G3BP2	5.41662321359299e-07	0.594602049992999	0.612	0.331	0.0116251567410133	Ciliated	G3BP2
MRPS213	5.48572297431152e-07	0.626040739687671	0.612	0.368	0.0117734586474674	Ciliated	MRPS21
PTRHD12	5.61330509806688e-07	0.667210160921783	0.518	0.263	0.0120472754014711	Ciliated	PTRHD1
CDC42BPG1	5.71227298399986e-07	0.352042368974812	0.2	0.042	0.0122596802782605	Ciliated	CDC42BPG
CLIP12	5.86187151432015e-07	0.450074324791898	0.471	0.209	0.0125807486440339	Ciliated	CLIP1
ENSMMUG00000045559	6.04160651705999e-07	0.41100959560614	0.176	0.032	0.0129664959069142	Ciliated	ENSMMUG00000045559
FARP2	6.15512867396452e-07	0.51591106824238	0.176	0.034	0.0132101371600627	Ciliated	FARP2
DDX56	6.16074351890716e-07	0.694352183958784	0.506	0.251	0.0132221877402785	Ciliated	DDX56
ENSMMUG00000050728	6.18696242604346e-07	0.311331749310419	0.129	0.016	0.0132784587587745	Ciliated	ENSMMUG00000050728
ANKS3	6.2276908632247e-07	0.517407657898989	0.271	0.077	0.0133658701306528	Ciliated	ANKS3
CAB39L	6.28356216538111e-07	0.437272021002191	0.294	0.091	0.0134857811193409	Ciliated	CAB39L
PDLIM51	6.48686928317697e-07	0.53099221436434	0.565	0.288	0.0139221188555544	Ciliated	PDLIM5
CAPRIN11	6.63188537999272e-07	0.659006202612787	0.541	0.292	0.0142333524025404	Ciliated	CAPRIN1
ISG151	6.74592629770188e-07	1.44382341333432	0.588	0.415	0.0144781070201278	Ciliated	ISG15
CCN21	6.76744251182392e-07	0.265727575213755	0.376	0.163	0.0145242851188765	Ciliated	CCN2
ECHS11	6.91893109474479e-07	0.650230281186406	0.612	0.373	0.0148494099155413	Ciliated	ECHS1
BAZ1B	7.04524249937269e-07	0.635547732876013	0.459	0.206	0.0151204994521537	Ciliated	BAZ1B
FGGY1	7.06647469694953e-07	0.530450504732603	0.318	0.11	0.0151660679945931	Ciliated	FGGY
OGA	7.10139075628359e-07	0.578779783954417	0.565	0.291	0.0152410048411358	Ciliated	OGA
MLH3	7.14104536004028e-07	0.457970975369081	0.188	0.037	0.0153261115517185	Ciliated	MLH3
ANAPC5	7.19935747035866e-07	0.341999709209061	0.529	0.259	0.0154512610028838	Ciliated	ANAPC5
MCU	7.55122289345681e-07	0.476739204230998	0.247	0.067	0.016206434573937	Ciliated	MCU
SPATA7	7.68927076515703e-07	0.324524205959756	0.165	0.028	0.01650271291618	Ciliated	SPATA7
SATB1	7.91881570387999e-07	0.352325531994714	0.271	0.083	0.0169953622636672	Ciliated	SATB1
ZNF33A1	8.14218104878332e-07	0.372809022911232	0.259	0.072	0.0174747489668988	Ciliated	ZNF33A
EWSR1	8.50975587653043e-07	0.68687177834734	0.694	0.425	0.0182636380622096	Ciliated	EWSR1
FOCAD	8.53554107399199e-07	0.547343554771123	0.212	0.049	0.0183189782530016	Ciliated	FOCAD
BBS9	8.64212903548566e-07	0.393523179354515	0.212	0.051	0.0185477373359593	Ciliated	BBS9
UBTD13	8.85806143656518e-07	0.676610533208169	0.341	0.155	0.0190111714551562	Ciliated	UBTD1
ZMAT1	9.08262739951244e-07	0.348048179023255	0.247	0.068	0.0194931349248336	Ciliated	ZMAT1
TBCD	9.17147198974021e-07	0.380451647581183	0.318	0.106	0.0196838131843804	Ciliated	TBCD
H2AFJ1	9.3172259476415e-07	0.565688063272598	0.729	0.473	0.0199966303288282	Ciliated	H2AFJ
CAMKK1	9.32168123589517e-07	0.355873483803547	0.2	0.043	0.0200061922684782	Ciliated	CAMKK1
KBTBD4	9.58765575705395e-07	0.456148310964312	0.259	0.073	0.0205770267857892	Ciliated	KBTBD4
DDAH12	1.01738814415891e-06	0.398475999574697	0.271	0.08	0.0218351843499385	Ciliated	DDAH1
NAA201	1.06919048944684e-06	0.732404349891486	0.553	0.308	0.0229469662845081	Ciliated	NAA20
DDX46	1.15140523118031e-06	0.483785405169579	0.694	0.415	0.0247114590715919	Ciliated	DDX46
REXO5	1.16031901963344e-06	0.274479999157769	0.106	0.01	0.0249027667993729	Ciliated	REXO5
ADGRL1	1.17459110834413e-06	0.343023909197087	0.153	0.025	0.0252090743672817	Ciliated	ADGRL1
NET12	1.21786823895802e-06	0.740782222798375	0.518	0.276	0.026137888144517	Ciliated	NET1
TOP2B	1.23160291496001e-06	0.585641106002932	0.412	0.171	0.0264326617608718	Ciliated	TOP2B
KIAA1958	1.28066219169634e-06	0.261538414792692	0.141	0.02	0.0274855719581869	Ciliated	KIAA1958
DTX2	1.32726791966083e-06	0.471222445869349	0.271	0.08	0.0284858240917608	Ciliated	DTX2
BMP5	1.34483922842718e-06	0.388945063761137	0.141	0.021	0.0288629395205041	Ciliated	BMP5
R3HCC1L	1.34545376965794e-06	0.479532651254147	0.294	0.094	0.0288761288043987	Ciliated	R3HCC1L
TIA1	1.39320213294796e-06	0.721668488806561	0.482	0.233	0.0299009041773291	Ciliated	TIA1
ANKRD37	1.40208817379584e-06	0.35383781528446	0.106	0.01	0.0300916163860062	Ciliated	ANKRD37
MST1R1	1.41929061557145e-06	0.252029373661051	0.165	0.031	0.0304608151913945	Ciliated	MST1R
METTL7A	1.44040810224859e-06	0.643885129672875	0.318	0.114	0.0309140386904592	Ciliated	METTL7A
PSMD21	1.4628509314525e-06	0.609466525025516	0.635	0.361	0.0313957066908336	Ciliated	PSMD2
WDR73	1.46315936397978e-06	0.334960822072016	0.212	0.05	0.031402326269734	Ciliated	WDR73
LCLAT1	1.46373745292923e-06	0.454001928890842	0.153	0.025	0.0314147332147671	Ciliated	LCLAT1
MECOM3	1.48828886075013e-06	0.571073428082129	0.282	0.092	0.0319416555294192	Ciliated	MECOM
ZNF707	1.50802194307395e-06	0.376424342351908	0.176	0.034	0.0323651669422532	Ciliated	ZNF707
TRIM28	1.5247110400747e-06	0.843335752757178	0.471	0.238	0.0327233483420832	Ciliated	TRIM28
ETNK11	1.54587162594641e-06	0.612991626856624	0.459	0.211	0.0331774968360619	Ciliated	ETNK1
NELFE	1.54612676498844e-06	0.432036048445078	0.459	0.208	0.0331829726301819	Ciliated	NELFE
IK1	1.61187699760807e-06	0.740959130972745	0.647	0.404	0.0345941041226643	Ciliated	IK
TSEN2	1.6455933890946e-06	0.553613006043324	0.188	0.047	0.0353177253167483	Ciliated	TSEN2
SMIM19	1.65560903139886e-06	0.607757425047899	0.541	0.296	0.0355326810318823	Ciliated	SMIM19
RGS19	1.66597001710938e-06	0.882374770791264	0.506	0.255	0.0357550485072016	Ciliated	RGS19
DDX1	1.68490901981344e-06	0.52045538127189	0.4	0.165	0.0361615173832361	Ciliated	DDX1
VPS521	1.6956589812182e-06	0.597500990255286	0.353	0.133	0.036392233054905	Ciliated	VPS52
KRTCAP33	1.72802316516284e-06	0.400601460203515	0.2	0.049	0.037086833170725	Ciliated	KRTCAP3
NDUFAF8	1.73613449524289e-06	0.522454561680832	0.424	0.185	0.037260918536903	Ciliated	NDUFAF8
CCDC921	1.7604523729302e-06	0.549696362890008	0.306	0.104	0.037782828827828	Ciliated	CCDC92
NKAP	1.84903317836698e-06	0.361539652248144	0.424	0.184	0.0396839500741122	Ciliated	NKAP
PREPL	1.84904657142741e-06	0.58658450022988	0.388	0.157	0.0396842375159752	Ciliated	PREPL
TMEM982	1.89934570151244e-06	0.39015955733933	0.365	0.142	0.04076375744586	Ciliated	TMEM98
AURKAIP1	2.00805381813489e-06	0.62390640493742	0.435	0.193	0.043096851044811	Ciliated	AURKAIP1
UPF3B	2.04459368736329e-06	0.329544050627817	0.329	0.12	0.0438810697181908	Ciliated	UPF3B
USP201	2.10447925522453e-06	0.342870633126833	0.247	0.071	0.0451663337756289	Ciliated	USP20
UBAC1	2.1907337451045e-06	0.630559746927392	0.388	0.167	0.0470175276374328	Ciliated	UBAC1
ARHGAP32	2.27793010747611e-06	0.356727313837641	0.247	0.07	0.0488889359666523	Ciliated	ARHGAP32
HMGN32	2.3096619885342e-06	0.633789655241627	0.647	0.394	0.0495699655979209	Ciliated	HMGN3
FAM177A11	2.35390025625827e-06	0.648774720090163	0.541	0.283	0.050519407299815	Ciliated	FAM177A1
MNAT11	2.36843081659096e-06	0.631939256865707	0.435	0.195	0.0508312621856753	Ciliated	MNAT1
GNB5	2.40034717069261e-06	0.269434831878903	0.118	0.017	0.0515162509774047	Ciliated	GNB5
TRIM36	2.55259949386654e-06	0.386780653325267	0.153	0.029	0.0547838903373637	Ciliated	TRIM36
AKAP8L	2.57728940339354e-06	0.634358455384895	0.494	0.242	0.0553137851756321	Ciliated	AKAP8L
ENSMMUG00000002926	2.60417942491734e-06	0.437589491884993	0.247	0.07	0.0558908988175759	Ciliated	ENSMMUG00000002926
INTS31	2.63559972700451e-06	0.719349133622613	0.329	0.129	0.0565652413409708	Ciliated	INTS3
